validTime,primary,primaryUnits,secondary,secondaryUnits,generatedTime
2025-11-09T10:15:00Z,8.21,ft,0.0338,kcfs,2025-11-09T11:09:07Z
2025-11-09T10:30:00Z,8.17,ft,0.0312,kcfs,2025-11-09T11:09:07Z
2025-11-09T10:45:00Z,8.11,ft,0.0269,kcfs,2025-11-09T11:09:07Z
2025-11-09T11:00:00Z,8.09,ft,0.0255,kcfs,2025-11-09T12:09:07Z
2025-11-09T11:15:00Z,8.05,ft,0.0231,kcfs,2025-11-09T12:09:07Z
2025-11-09T11:30:00Z,8.04,ft,0.0225,kcfs,2025-11-09T12:09:07Z
2025-11-09T11:45:00Z,8.01,ft,0.0209,kcfs,2025-11-09T12:09:07Z
2025-11-09T12:00:00Z,7.98,ft,0.0193,kcfs,2025-11-09T13:09:07Z
2025-11-09T12:15:00Z,7.95,ft,0.0179,kcfs,2025-11-09T13:09:07Z
2025-11-09T12:30:00Z,7.93,ft,0.017,kcfs,2025-11-09T13:09:07Z
2025-11-09T12:45:00Z,7.9,ft,0.015,kcfs,2025-11-09T13:09:07Z
2025-11-09T13:00:00Z,7.88,ft,0.0137,kcfs,2025-11-09T14:09:09Z
2025-11-09T13:15:00Z,7.88,ft,0.0137,kcfs,2025-11-09T14:09:09Z
2025-11-09T13:30:00Z,7.89,ft,0.0143,kcfs,2025-11-09T14:09:09Z
2025-11-09T13:45:00Z,7.89,ft,0.0143,kcfs,2025-11-09T14:09:09Z
2025-11-09T14:00:00Z,7.91,ft,0.0156,kcfs,2025-11-09T15:09:08Z
2025-11-09T14:15:00Z,7.89,ft,0.0143,kcfs,2025-11-09T15:09:08Z
2025-11-09T14:30:00Z,7.89,ft,0.0143,kcfs,2025-11-09T15:09:08Z
2025-11-09T14:45:00Z,7.88,ft,0.0137,kcfs,2025-11-09T15:09:08Z
2025-11-09T15:00:00Z,7.89,ft,0.0143,kcfs,2025-11-09T16:09:07Z
2025-11-09T15:15:00Z,7.89,ft,0.0143,kcfs,2025-11-09T16:09:07Z
2025-11-09T15:30:00Z,7.88,ft,0.0137,kcfs,2025-11-09T16:09:07Z
2025-11-09T15:45:00Z,7.89,ft,0.0143,kcfs,2025-11-09T16:09:07Z
2025-11-09T16:00:00Z,7.89,ft,0.0143,kcfs,2025-11-09T17:09:08Z
2025-11-09T16:15:00Z,7.9,ft,0.015,kcfs,2025-11-09T17:09:08Z
2025-11-09T16:30:00Z,7.92,ft,0.0163,kcfs,2025-11-09T17:09:08Z
2025-11-09T16:45:00Z,7.93,ft,0.017,kcfs,2025-11-09T17:09:08Z
2025-11-09T17:00:00Z,7.93,ft,0.017,kcfs,2025-11-09T18:09:08Z
2025-11-09T17:15:00Z,7.96,ft,0.0184,kcfs,2025-11-09T18:09:08Z
2025-11-09T17:30:00Z,7.96,ft,0.0184,kcfs,2025-11-09T18:09:08Z
2025-11-09T17:45:00Z,7.99,ft,0.0198,kcfs,2025-11-09T18:09:08Z
2025-11-09T18:00:00Z,8.03,ft,0.0219,kcfs,2025-11-09T19:09:07Z
2025-11-09T18:15:00Z,8.05,ft,0.0231,kcfs,2025-11-09T19:09:07Z
2025-11-09T18:30:00Z,8.07,ft,0.0243,kcfs,2025-11-09T19:09:07Z
2025-11-09T18:45:00Z,8.1,ft,0.0262,kcfs,2025-11-09T19:09:07Z
2025-11-09T19:00:00Z,8.12,ft,0.0275,kcfs,2025-11-09T20:09:08Z
2025-11-09T19:15:00Z,8.13,ft,0.0282,kcfs,2025-11-09T20:09:08Z
2025-11-09T19:30:00Z,8.17,ft,0.0312,kcfs,2025-11-09T20:09:08Z
2025-11-09T19:45:00Z,8.18,ft,0.032,kcfs,2025-11-09T20:09:08Z
2025-11-09T20:00:00Z,8.19,ft,0.0326,kcfs,2025-11-09T21:09:08Z
2025-11-09T20:15:00Z,8.19,ft,0.0326,kcfs,2025-11-09T21:09:08Z
2025-11-09T20:30:00Z,8.25,ft,0.0364,kcfs,2025-11-09T21:09:08Z
2025-11-09T20:45:00Z,8.3,ft,0.0399,kcfs,2025-11-09T21:09:08Z
2025-11-09T21:00:00Z,8.36,ft,0.0445,kcfs,2025-11-09T22:09:07Z
2025-11-09T21:15:00Z,8.4,ft,0.0479,kcfs,2025-11-09T22:09:07Z
2025-11-09T21:30:00Z,8.45,ft,0.0525,kcfs,2025-11-09T22:09:07Z
2025-11-09T21:45:00Z,8.47,ft,0.0545,kcfs,2025-11-09T22:09:07Z
2025-11-09T22:00:00Z,8.48,ft,0.0555,kcfs,2025-11-09T23:09:07Z
2025-11-09T22:15:00Z,8.5,ft,0.0575,kcfs,2025-11-09T23:09:07Z
2025-11-09T22:30:00Z,8.52,ft,0.0597,kcfs,2025-11-09T23:09:07Z
2025-11-09T22:45:00Z,8.55,ft,0.063,kcfs,2025-11-09T23:09:07Z
2025-11-09T23:00:00Z,8.55,ft,0.063,kcfs,2025-11-10T00:09:07Z
2025-11-09T23:15:00Z,8.56,ft,0.0641,kcfs,2025-11-10T00:09:07Z
2025-11-09T23:30:00Z,8.57,ft,0.0652,kcfs,2025-11-10T00:09:07Z
2025-11-09T23:45:00Z,8.54,ft,0.0619,kcfs,2025-11-10T00:09:07Z
2025-11-10T00:00:00Z,8.54,ft,0.0619,kcfs,2025-11-10T01:09:08Z
2025-11-10T00:15:00Z,8.53,ft,0.0608,kcfs,2025-11-10T01:09:08Z
2025-11-10T00:30:00Z,8.54,ft,0.0619,kcfs,2025-11-10T01:09:08Z
2025-11-10T00:45:00Z,8.53,ft,0.0608,kcfs,2025-11-10T01:09:08Z
2025-11-10T01:00:00Z,8.53,ft,0.0608,kcfs,2025-11-10T02:09:08Z
2025-11-10T01:15:00Z,8.51,ft,0.0586,kcfs,2025-11-10T02:09:08Z
2025-11-10T01:30:00Z,8.5,ft,0.0575,kcfs,2025-11-10T02:09:08Z
2025-11-10T01:45:00Z,8.5,ft,0.0575,kcfs,2025-11-10T02:09:08Z
2025-11-10T02:00:00Z,8.48,ft,0.0555,kcfs,2025-11-10T03:09:08Z
2025-11-10T02:15:00Z,8.49,ft,0.0565,kcfs,2025-11-10T03:09:08Z
2025-11-10T02:30:00Z,8.48,ft,0.0555,kcfs,2025-11-10T03:09:08Z
2025-11-10T02:45:00Z,8.47,ft,0.0545,kcfs,2025-11-10T03:09:08Z
2025-11-10T03:00:00Z,8.47,ft,0.0545,kcfs,2025-11-10T03:09:08Z
2025-11-10T03:15:00Z,8.46,ft,0.0535,kcfs,2025-11-10T04:09:07Z
2025-11-10T03:30:00Z,8.45,ft,0.0525,kcfs,2025-11-10T04:09:07Z
2025-11-10T03:45:00Z,8.45,ft,0.0525,kcfs,2025-11-10T04:09:07Z
2025-11-10T04:00:00Z,8.45,ft,0.0525,kcfs,2025-11-10T05:09:08Z
2025-11-10T04:15:00Z,8.45,ft,0.0525,kcfs,2025-11-10T05:09:08Z
2025-11-10T04:30:00Z,8.44,ft,0.0515,kcfs,2025-11-10T05:09:08Z
2025-11-10T04:45:00Z,8.43,ft,0.0506,kcfs,2025-11-10T05:09:08Z
2025-11-10T05:00:00Z,8.43,ft,0.0506,kcfs,2025-11-10T06:09:07Z
2025-11-10T05:15:00Z,8.43,ft,0.0506,kcfs,2025-11-10T06:09:07Z
2025-11-10T05:30:00Z,8.42,ft,0.0497,kcfs,2025-11-10T06:09:07Z
2025-11-10T05:45:00Z,8.42,ft,0.0497,kcfs,2025-11-10T06:09:07Z
2025-11-10T06:00:00Z,8.43,ft,0.0506,kcfs,2025-11-10T07:09:07Z
2025-11-10T06:15:00Z,8.43,ft,0.0506,kcfs,2025-11-10T07:09:07Z
2025-11-10T06:30:00Z,8.45,ft,0.0525,kcfs,2025-11-10T07:09:07Z
2025-11-10T06:45:00Z,8.45,ft,0.0525,kcfs,2025-11-10T07:09:07Z
2025-11-10T07:00:00Z,8.45,ft,0.0525,kcfs,2025-11-10T08:09:07Z
2025-11-10T07:15:00Z,8.44,ft,0.0515,kcfs,2025-11-10T08:09:07Z
2025-11-10T07:30:00Z,8.43,ft,0.0506,kcfs,2025-11-10T08:09:07Z
2025-11-10T07:45:00Z,8.41,ft,0.0488,kcfs,2025-11-10T08:09:07Z
2025-11-10T08:00:00Z,8.41,ft,0.0488,kcfs,2025-11-10T09:09:07Z
2025-11-10T08:15:00Z,8.4,ft,0.0479,kcfs,2025-11-10T09:09:07Z
2025-11-10T08:30:00Z,8.39,ft,0.047,kcfs,2025-11-10T09:09:07Z
2025-11-10T08:45:00Z,8.38,ft,0.0462,kcfs,2025-11-10T09:09:07Z
2025-11-10T09:00:00Z,8.36,ft,0.0445,kcfs,2025-11-10T10:09:07Z
2025-11-10T09:15:00Z,8.32,ft,0.0414,kcfs,2025-11-10T10:09:07Z
2025-11-10T09:30:00Z,8.31,ft,0.0406,kcfs,2025-11-10T10:09:07Z
2025-11-10T09:45:00Z,8.27,ft,0.0378,kcfs,2025-11-10T10:09:07Z
2025-11-10T10:00:00Z,8.23,ft,0.0351,kcfs,2025-11-10T11:09:07Z
2025-11-10T10:15:00Z,8.21,ft,0.0338,kcfs,2025-11-10T11:09:07Z
2025-11-10T10:30:00Z,8.19,ft,0.0326,kcfs,2025-11-10T11:09:07Z
2025-11-10T10:45:00Z,8.16,ft,0.0304,kcfs,2025-11-10T11:09:07Z
2025-11-10T11:00:00Z,8.13,ft,0.0282,kcfs,2025-11-10T12:09:07Z
2025-11-10T11:15:00Z,8.09,ft,0.0255,kcfs,2025-11-10T12:09:07Z
2025-11-10T11:30:00Z,8.06,ft,0.0237,kcfs,2025-11-10T12:09:07Z
2025-11-10T11:45:00Z,8.03,ft,0.0219,kcfs,2025-11-10T12:09:07Z
2025-11-10T12:00:00Z,8.01,ft,0.0209,kcfs,2025-11-10T13:09:07Z
2025-11-10T12:15:00Z,7.97,ft,0.0188,kcfs,2025-11-10T13:09:07Z
2025-11-10T12:30:00Z,7.93,ft,0.017,kcfs,2025-11-10T13:09:07Z
2025-11-10T12:45:00Z,7.9,ft,0.015,kcfs,2025-11-10T13:09:07Z
2025-11-10T13:00:00Z,7.89,ft,0.0143,kcfs,2025-11-10T14:09:08Z
2025-11-10T13:15:00Z,7.88,ft,0.0137,kcfs,2025-11-10T14:09:08Z
2025-11-10T13:30:00Z,7.88,ft,0.0137,kcfs,2025-11-10T14:09:08Z
2025-11-10T13:45:00Z,7.87,ft,0.0132,kcfs,2025-11-10T14:09:08Z
2025-11-10T14:00:00Z,7.87,ft,0.0132,kcfs,2025-11-10T15:09:07Z
2025-11-10T14:15:00Z,7.86,ft,0.0126,kcfs,2025-11-10T15:09:07Z
2025-11-10T14:30:00Z,7.85,ft,0.0121,kcfs,2025-11-10T15:09:07Z
2025-11-10T14:45:00Z,7.85,ft,0.0121,kcfs,2025-11-10T15:09:07Z
2025-11-10T15:00:00Z,7.86,ft,0.0126,kcfs,2025-11-10T16:09:08Z
2025-11-10T15:15:00Z,7.86,ft,0.0126,kcfs,2025-11-10T16:09:08Z
2025-11-10T15:30:00Z,7.88,ft,0.0137,kcfs,2025-11-10T16:09:08Z
2025-11-10T15:45:00Z,7.9,ft,0.015,kcfs,2025-11-10T16:09:08Z
2025-11-10T16:00:00Z,7.92,ft,0.0163,kcfs,2025-11-10T17:09:07Z
2025-11-10T16:15:00Z,7.94,ft,0.0174,kcfs,2025-11-10T17:09:07Z
2025-11-10T16:30:00Z,7.97,ft,0.0188,kcfs,2025-11-10T17:09:07Z
2025-11-10T16:45:00Z,7.99,ft,0.0198,kcfs,2025-11-10T17:09:07Z
2025-11-10T17:00:00Z,8.02,ft,0.0214,kcfs,2025-11-10T18:09:08Z
2025-11-10T17:15:00Z,8.04,ft,0.0225,kcfs,2025-11-10T18:09:08Z
2025-11-10T17:30:00Z,8.05,ft,0.0231,kcfs,2025-11-10T18:09:08Z
2025-11-10T17:45:00Z,8.06,ft,0.0237,kcfs,2025-11-10T18:09:08Z
2025-11-10T18:00:00Z,8.08,ft,0.0249,kcfs,2025-11-10T19:09:07Z
2025-11-10T18:15:00Z,8.1,ft,0.0262,kcfs,2025-11-10T19:09:07Z
2025-11-10T18:30:00Z,8.11,ft,0.0269,kcfs,2025-11-10T19:09:07Z
2025-11-10T18:45:00Z,8.12,ft,0.0275,kcfs,2025-11-10T19:09:07Z
2025-11-10T19:00:00Z,8.15,ft,0.0297,kcfs,2025-11-10T20:09:08Z
2025-11-10T19:15:00Z,8.2,ft,0.0332,kcfs,2025-11-10T20:09:08Z
2025-11-10T19:30:00Z,8.28,ft,0.0385,kcfs,2025-11-10T20:09:08Z
2025-11-10T19:45:00Z,8.34,ft,0.0429,kcfs,2025-11-10T20:09:08Z
2025-11-10T20:00:00Z,8.37,ft,0.0453,kcfs,2025-11-10T21:09:08Z
2025-11-10T20:15:00Z,8.39,ft,0.047,kcfs,2025-11-10T21:09:08Z
2025-11-10T20:30:00Z,8.39,ft,0.047,kcfs,2025-11-10T21:09:08Z
2025-11-10T20:45:00Z,8.41,ft,0.0488,kcfs,2025-11-10T21:09:08Z
2025-11-10T21:00:00Z,8.42,ft,0.0497,kcfs,2025-11-10T22:09:08Z
2025-11-10T21:15:00Z,8.43,ft,0.0506,kcfs,2025-11-10T22:09:08Z
2025-11-10T21:30:00Z,8.42,ft,0.0497,kcfs,2025-11-10T22:09:08Z
2025-11-10T21:45:00Z,8.44,ft,0.0515,kcfs,2025-11-10T22:09:08Z
2025-11-10T22:00:00Z,8.43,ft,0.0506,kcfs,2025-11-10T23:09:08Z
2025-11-10T22:15:00Z,8.43,ft,0.0506,kcfs,2025-11-10T23:09:08Z
2025-11-10T22:30:00Z,8.43,ft,0.0506,kcfs,2025-11-10T23:09:08Z
2025-11-10T22:45:00Z,8.43,ft,0.0506,kcfs,2025-11-10T23:09:08Z
2025-11-10T23:00:00Z,8.42,ft,0.0497,kcfs,2025-11-11T00:09:07Z
2025-11-10T23:15:00Z,8.41,ft,0.0488,kcfs,2025-11-11T00:09:07Z
2025-11-10T23:30:00Z,8.41,ft,0.0488,kcfs,2025-11-11T00:09:07Z
2025-11-10T23:45:00Z,8.39,ft,0.047,kcfs,2025-11-11T00:09:07Z
2025-11-11T00:00:00Z,8.39,ft,0.047,kcfs,2025-11-11T01:09:07Z
2025-11-11T00:15:00Z,8.4,ft,0.0479,kcfs,2025-11-11T01:09:07Z
2025-11-11T00:30:00Z,8.39,ft,0.047,kcfs,2025-11-11T01:09:07Z
2025-11-11T00:45:00Z,8.39,ft,0.047,kcfs,2025-11-11T01:09:07Z
2025-11-11T01:00:00Z,8.38,ft,0.0462,kcfs,2025-11-11T02:09:08Z
2025-11-11T01:15:00Z,8.38,ft,0.0462,kcfs,2025-11-11T02:09:08Z
2025-11-11T01:30:00Z,8.38,ft,0.0462,kcfs,2025-11-11T02:09:08Z
2025-11-11T01:45:00Z,8.37,ft,0.0453,kcfs,2025-11-11T02:09:08Z
2025-11-11T02:00:00Z,8.37,ft,0.0453,kcfs,2025-11-11T03:09:08Z
2025-11-11T02:15:00Z,8.35,ft,0.0437,kcfs,2025-11-11T03:09:08Z
2025-11-11T02:30:00Z,8.34,ft,0.0429,kcfs,2025-11-11T03:09:08Z
2025-11-11T02:45:00Z,8.33,ft,0.0422,kcfs,2025-11-11T03:09:08Z
2025-11-11T03:00:00Z,8.32,ft,0.0414,kcfs,2025-11-11T03:09:08Z
2025-11-11T03:15:00Z,8.32,ft,0.0414,kcfs,2025-11-11T04:09:07Z
2025-11-11T03:30:00Z,8.33,ft,0.0422,kcfs,2025-11-11T04:09:07Z
2025-11-11T03:45:00Z,8.33,ft,0.0422,kcfs,2025-11-11T04:09:07Z
2025-11-11T04:00:00Z,8.33,ft,0.0422,kcfs,2025-11-11T05:09:07Z
2025-11-11T04:15:00Z,8.33,ft,0.0422,kcfs,2025-11-11T05:09:07Z
2025-11-11T04:30:00Z,8.33,ft,0.0422,kcfs,2025-11-11T05:09:07Z
2025-11-11T04:45:00Z,8.34,ft,0.0429,kcfs,2025-11-11T05:09:07Z
2025-11-11T05:00:00Z,8.35,ft,0.0437,kcfs,2025-11-11T06:09:08Z
2025-11-11T05:15:00Z,8.37,ft,0.0453,kcfs,2025-11-11T06:09:08Z
2025-11-11T05:30:00Z,8.37,ft,0.0453,kcfs,2025-11-11T06:09:08Z
2025-11-11T05:45:00Z,8.37,ft,0.0453,kcfs,2025-11-11T06:09:08Z
2025-11-11T06:00:00Z,8.37,ft,0.0453,kcfs,2025-11-11T07:09:07Z
2025-11-11T06:15:00Z,8.37,ft,0.0453,kcfs,2025-11-11T07:09:07Z
2025-11-11T06:30:00Z,8.37,ft,0.0453,kcfs,2025-11-11T07:09:07Z
2025-11-11T06:45:00Z,8.37,ft,0.0453,kcfs,2025-11-11T07:09:07Z
2025-11-11T07:00:00Z,8.37,ft,0.0453,kcfs,2025-11-11T08:09:08Z
2025-11-11T07:15:00Z,8.37,ft,0.0453,kcfs,2025-11-11T08:09:08Z
2025-11-11T07:30:00Z,8.36,ft,0.0445,kcfs,2025-11-11T08:09:08Z
2025-11-11T07:45:00Z,8.36,ft,0.0445,kcfs,2025-11-11T08:09:08Z
2025-11-11T08:00:00Z,8.35,ft,0.0437,kcfs,2025-11-11T09:09:07Z
2025-11-11T08:15:00Z,8.34,ft,0.0429,kcfs,2025-11-11T09:09:07Z
2025-11-11T08:30:00Z,8.33,ft,0.0422,kcfs,2025-11-11T09:09:07Z
2025-11-11T08:45:00Z,8.31,ft,0.0406,kcfs,2025-11-11T09:09:07Z
2025-11-11T09:00:00Z,8.29,ft,0.0392,kcfs,2025-11-11T10:09:07Z
2025-11-11T09:15:00Z,8.28,ft,0.0385,kcfs,2025-11-11T10:09:07Z
2025-11-11T09:30:00Z,8.25,ft,0.0364,kcfs,2025-11-11T10:09:07Z
2025-11-11T09:45:00Z,8.23,ft,0.0351,kcfs,2025-11-11T10:09:07Z
2025-11-11T10:00:00Z,8.21,ft,0.0338,kcfs,2025-11-11T11:09:07Z
2025-11-11T10:15:00Z,8.17,ft,0.0312,kcfs,2025-11-11T11:09:07Z
2025-11-11T10:30:00Z,8.14,ft,0.029,kcfs,2025-11-11T11:09:07Z
2025-11-11T10:45:00Z,8.13,ft,0.0282,kcfs,2025-11-11T11:09:07Z
2025-11-11T11:00:00Z,8.1,ft,0.0262,kcfs,2025-11-11T12:09:07Z
2025-11-11T11:15:00Z,8.08,ft,0.0249,kcfs,2025-11-11T12:09:07Z
2025-11-11T11:30:00Z,8.03,ft,0.0219,kcfs,2025-11-11T12:09:07Z
2025-11-11T11:45:00Z,8.02,ft,0.0214,kcfs,2025-11-11T12:09:07Z
2025-11-11T12:00:00Z,7.98,ft,0.0193,kcfs,2025-11-11T13:09:07Z
2025-11-11T12:15:00Z,7.95,ft,0.0179,kcfs,2025-11-11T13:09:07Z
2025-11-11T12:30:00Z,7.92,ft,0.0163,kcfs,2025-11-11T13:09:07Z
2025-11-11T12:45:00Z,7.89,ft,0.0143,kcfs,2025-11-11T13:09:07Z
2025-11-11T13:00:00Z,7.88,ft,0.0137,kcfs,2025-11-11T14:09:08Z
2025-11-11T13:15:00Z,7.89,ft,0.0143,kcfs,2025-11-11T14:09:08Z
2025-11-11T13:30:00Z,7.87,ft,0.0132,kcfs,2025-11-11T14:09:08Z
2025-11-11T13:45:00Z,7.87,ft,0.0132,kcfs,2025-11-11T14:09:08Z
2025-11-11T14:00:00Z,7.85,ft,0.0121,kcfs,2025-11-11T15:09:08Z
2025-11-11T14:15:00Z,7.86,ft,0.0126,kcfs,2025-11-11T15:09:08Z
2025-11-11T14:30:00Z,7.86,ft,0.0126,kcfs,2025-11-11T15:09:08Z
2025-11-11T14:45:00Z,7.87,ft,0.0132,kcfs,2025-11-11T15:09:08Z
2025-11-11T15:00:00Z,7.85,ft,0.0121,kcfs,2025-11-11T16:09:08Z
2025-11-11T15:15:00Z,7.86,ft,0.0126,kcfs,2025-11-11T16:09:08Z
2025-11-11T15:30:00Z,7.88,ft,0.0137,kcfs,2025-11-11T16:09:08Z
2025-11-11T15:45:00Z,7.88,ft,0.0137,kcfs,2025-11-11T16:09:08Z
2025-11-11T16:00:00Z,7.9,ft,0.015,kcfs,2025-11-11T17:09:08Z
2025-11-11T16:15:00Z,7.91,ft,0.0156,kcfs,2025-11-11T17:09:08Z
2025-11-11T16:30:00Z,7.93,ft,0.017,kcfs,2025-11-11T17:09:08Z
2025-11-11T16:45:00Z,7.93,ft,0.017,kcfs,2025-11-11T17:09:08Z
2025-11-11T17:00:00Z,7.96,ft,0.0184,kcfs,2025-11-11T18:09:08Z
2025-11-11T17:15:00Z,7.98,ft,0.0193,kcfs,2025-11-11T18:09:08Z
2025-11-11T17:30:00Z,8,ft,0.0203,kcfs,2025-11-11T18:09:08Z
2025-11-11T17:45:00Z,8.02,ft,0.0214,kcfs,2025-11-11T18:09:08Z
2025-11-11T18:00:00Z,8.05,ft,0.0231,kcfs,2025-11-11T19:09:08Z
2025-11-11T18:15:00Z,8.07,ft,0.0243,kcfs,2025-11-11T19:09:08Z
2025-11-11T18:30:00Z,8.08,ft,0.0249,kcfs,2025-11-11T19:09:08Z
2025-11-11T18:45:00Z,8.1,ft,0.0262,kcfs,2025-11-11T19:09:08Z
2025-11-11T19:00:00Z,8.14,ft,0.029,kcfs,2025-11-11T20:09:08Z
2025-11-11T19:15:00Z,8.15,ft,0.0297,kcfs,2025-11-11T20:09:08Z
2025-11-11T19:30:00Z,8.15,ft,0.0297,kcfs,2025-11-11T20:09:08Z
2025-11-11T19:45:00Z,8.19,ft,0.0326,kcfs,2025-11-11T20:09:08Z
2025-11-11T20:00:00Z,8.24,ft,0.0358,kcfs,2025-11-11T21:09:07Z
2025-11-11T20:15:00Z,8.28,ft,0.0385,kcfs,2025-11-11T21:09:07Z
2025-11-11T20:30:00Z,8.33,ft,0.0422,kcfs,2025-11-11T21:09:07Z
2025-11-11T20:45:00Z,8.34,ft,0.0429,kcfs,2025-11-11T21:09:07Z
2025-11-11T21:00:00Z,8.38,ft,0.0462,kcfs,2025-11-11T22:09:09Z
2025-11-11T21:15:00Z,8.39,ft,0.047,kcfs,2025-11-11T22:09:09Z
2025-11-11T21:30:00Z,8.41,ft,0.0488,kcfs,2025-11-11T22:09:09Z
2025-11-11T21:45:00Z,8.43,ft,0.0506,kcfs,2025-11-11T22:09:09Z
2025-11-11T22:00:00Z,8.43,ft,0.0506,kcfs,2025-11-11T23:09:07Z
2025-11-11T22:15:00Z,8.43,ft,0.0506,kcfs,2025-11-11T23:09:07Z
2025-11-11T22:30:00Z,8.46,ft,0.0535,kcfs,2025-11-11T23:09:07Z
2025-11-11T22:45:00Z,8.46,ft,0.0535,kcfs,2025-11-11T23:09:07Z
2025-11-11T23:00:00Z,8.46,ft,0.0535,kcfs,2025-11-12T00:09:08Z
2025-11-11T23:15:00Z,8.45,ft,0.0525,kcfs,2025-11-12T00:09:08Z
2025-11-11T23:30:00Z,8.46,ft,0.0535,kcfs,2025-11-12T00:09:08Z
2025-11-11T23:45:00Z,8.44,ft,0.0515,kcfs,2025-11-12T00:09:08Z
2025-11-12T00:00:00Z,8.43,ft,0.0506,kcfs,2025-11-12T01:09:08Z
2025-11-12T00:15:00Z,8.45,ft,0.0525,kcfs,2025-11-12T01:09:08Z
2025-11-12T00:30:00Z,8.47,ft,0.0545,kcfs,2025-11-12T01:09:08Z
2025-11-12T00:45:00Z,8.5,ft,0.0575,kcfs,2025-11-12T01:09:08Z
2025-11-12T01:00:00Z,8.48,ft,0.0555,kcfs,2025-11-12T02:09:07Z
2025-11-12T01:15:00Z,8.48,ft,0.0555,kcfs,2025-11-12T02:09:07Z
2025-11-12T01:30:00Z,8.48,ft,0.0555,kcfs,2025-11-12T02:09:07Z
2025-11-12T01:45:00Z,8.48,ft,0.0555,kcfs,2025-11-12T02:09:07Z
2025-11-12T02:00:00Z,8.47,ft,0.0545,kcfs,2025-11-12T03:09:07Z
2025-11-12T02:15:00Z,8.46,ft,0.0535,kcfs,2025-11-12T03:09:07Z
2025-11-12T02:30:00Z,8.45,ft,0.0525,kcfs,2025-11-12T03:09:07Z
2025-11-12T02:45:00Z,8.44,ft,0.0515,kcfs,2025-11-12T03:09:07Z
2025-11-12T03:00:00Z,8.44,ft,0.0515,kcfs,2025-11-12T03:24:07Z
2025-11-12T03:15:00Z,8.44,ft,0.0515,kcfs,2025-11-12T04:09:07Z
2025-11-12T03:30:00Z,8.44,ft,0.0515,kcfs,2025-11-12T04:09:07Z
2025-11-12T03:45:00Z,8.43,ft,0.0506,kcfs,2025-11-12T04:09:07Z
2025-11-12T04:00:00Z,8.42,ft,0.0497,kcfs,2025-11-12T05:09:07Z
2025-11-12T04:15:00Z,8.41,ft,0.0488,kcfs,2025-11-12T05:09:07Z
2025-11-12T04:30:00Z,8.41,ft,0.0488,kcfs,2025-11-12T05:09:07Z
2025-11-12T04:45:00Z,8.42,ft,0.0497,kcfs,2025-11-12T05:09:07Z
2025-11-12T05:00:00Z,8.43,ft,0.0506,kcfs,2025-11-12T06:09:07Z
2025-11-12T05:15:00Z,8.41,ft,0.0488,kcfs,2025-11-12T06:09:07Z
2025-11-12T05:30:00Z,8.44,ft,0.0515,kcfs,2025-11-12T06:09:07Z
2025-11-12T05:45:00Z,8.44,ft,0.0515,kcfs,2025-11-12T06:09:07Z
2025-11-12T06:00:00Z,8.44,ft,0.0515,kcfs,2025-11-12T07:09:08Z
2025-11-12T06:15:00Z,8.44,ft,0.0515,kcfs,2025-11-12T07:09:08Z
2025-11-12T06:30:00Z,8.44,ft,0.0515,kcfs,2025-11-12T07:09:08Z
2025-11-12T06:45:00Z,8.44,ft,0.0515,kcfs,2025-11-12T07:09:08Z
2025-11-12T07:00:00Z,8.44,ft,0.0515,kcfs,2025-11-12T08:09:08Z
2025-11-12T07:15:00Z,8.44,ft,0.0515,kcfs,2025-11-12T08:09:08Z
2025-11-12T07:30:00Z,8.42,ft,0.0497,kcfs,2025-11-12T08:09:08Z
2025-11-12T07:45:00Z,8.4,ft,0.0479,kcfs,2025-11-12T08:09:08Z
2025-11-12T08:00:00Z,8.4,ft,0.0479,kcfs,2025-11-12T09:09:07Z
2025-11-12T08:15:00Z,8.39,ft,0.047,kcfs,2025-11-12T09:09:07Z
2025-11-12T08:30:00Z,8.37,ft,0.0453,kcfs,2025-11-12T09:09:07Z
2025-11-12T08:45:00Z,8.37,ft,0.0453,kcfs,2025-11-12T09:09:07Z
2025-11-12T09:00:00Z,8.34,ft,0.0429,kcfs,2025-11-12T10:09:08Z
2025-11-12T09:15:00Z,8.32,ft,0.0414,kcfs,2025-11-12T10:09:08Z
2025-11-12T09:30:00Z,8.29,ft,0.0392,kcfs,2025-11-12T10:09:08Z
2025-11-12T09:45:00Z,8.27,ft,0.0378,kcfs,2025-11-12T10:09:08Z
2025-11-12T10:00:00Z,8.24,ft,0.0358,kcfs,2025-11-12T11:09:08Z
2025-11-12T10:15:00Z,8.2,ft,0.0332,kcfs,2025-11-12T11:09:08Z
2025-11-12T10:30:00Z,8.17,ft,0.0312,kcfs,2025-11-12T11:09:08Z
2025-11-12T10:45:00Z,8.15,ft,0.0297,kcfs,2025-11-12T11:09:08Z
2025-11-12T11:00:00Z,8.14,ft,0.029,kcfs,2025-11-12T12:09:08Z
2025-11-12T11:15:00Z,8.09,ft,0.0255,kcfs,2025-11-12T12:09:08Z
2025-11-12T11:30:00Z,8.07,ft,0.0243,kcfs,2025-11-12T12:09:08Z
2025-11-12T11:45:00Z,8.04,ft,0.0225,kcfs,2025-11-12T12:09:08Z
2025-11-12T12:00:00Z,8.01,ft,0.0209,kcfs,2025-11-12T13:09:06Z
2025-11-12T12:15:00Z,7.97,ft,0.0188,kcfs,2025-11-12T13:09:06Z
